loai_hinh,gia_ban,log_gia_ban,gia_m2,dien_tich,chieu_ngang,dien_tich_su_dung,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,giay_to_phap_ly,dac_diem,quan,room_density,bath_density,area_per_floor,frontage_density,desc_length,price_zscore_district,price_percentile_district
"Nhà mặt phố, mặt tiền",15.0,2.772588722239781,103.45,145.0,4.0,145.0,5,5,3,Không rõ,Đã có sổ,Khác,Binh Thanh,0.034482758620689655,0.034482758620689655,48.333333333333336,0.027586206896551724,599,0.4739060728610531,0.9110764430577223
"Nhà ngõ, hẻm",3.98,1.6054298910365616,199.0,20.0,4.0,60.0,2,2,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.1,20.0,0.2,144,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",4.3,1.667706820558076,100.0,43.0,4.0,43.0,3,2,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.06976744186046512,0.046511627906976744,14.333333333333334,0.09302325581395349,401,-0.33030014753700093,0.14918096723868954
"Nhà ngõ, hẻm",3.2,1.4350845252893227,128.0,25.0,3.8,50.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08,0.08,25.0,0.152,720,-0.4129755533723149,0.053627145085803435
"Nhà ngõ, hẻm",11.0,2.4849066497880004,130.95,84.0,4.0,150.0,8,5,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.09523809523809523,0.05952380952380952,75.0,0.047619047619047616,279,0.1732682334599114,0.8161076443057722
Nhà phố liền kề,14.9,2.766319109226186,186.25,80.0,4.0,250.0,6,5,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.075,0.0625,62.5,0.05,1482,0.46639012687602455,0.906786271450858
"Nhà ngõ, hẻm",7.0,2.0794415416798357,134.62,52.0,3.7,160.0,7,6,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1346153846153846,0.11538461538461539,53.333333333333336,0.07115384615384615,142,-0.12736960594123029,0.5514820592823713
Nhà biệt thự,19.0,2.995732273553991,150.79,126.0,7.0,267.0,4,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.031746031746031744,0.03968253968253968,89.0,0.05555555555555555,454,0.7745439122621948,0.9434477379095164
"Nhà ngõ, hẻm",5.999,1.9457672817074025,133.31,45.0,3.2,45.0,3,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06666666666666667,0.06666666666666667,11.25,0.07111111111111111,257,-0.202604225251366,0.3984009360374415
"Nhà mặt phố, mặt tiền",22.0,3.1354942159291497,183.33,120.0,5.8,120.0,2,1,1,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.016666666666666666,0.008333333333333333,120.0,0.04833333333333333,760,1.000022291813051,0.9561232449297972
"Nhà mặt phố, mặt tiền",9.8,2.379546134130174,178.18,55.0,4.0,55.0,3,3,3,Không rõ,Không rõ,Hẻm xe hơi,Binh Thanh,0.05454545454545454,0.05454545454545454,18.333333333333332,0.07272727272727272,318,0.08307688163956894,0.7700858034321373
"Nhà ngõ, hẻm",4.8,1.7578579175523736,160.0,30.0,4.0,30.0,2,2,2,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.06666666666666667,0.06666666666666667,15.0,0.13333333333333333,517,-0.29272041761185824,0.22094383775351015
"Nhà ngõ, hẻm",7.2,2.1041341542702074,133.33,54.0,7.0,54.0,2,1,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.037037037037037035,0.018518518518518517,27.0,0.12962962962962962,367,-0.11233771397117319,0.5686427457098284
"Nhà ngõ, hẻm",7.8,2.174751721484161,156.0,50.0,5.0,50.0,6,6,4,Hoàn thiện cơ bản,Đã có sổ,Nhà nở hậu,Binh Thanh,0.12,0.12,12.5,0.1,424,-0.06724203806100197,0.6372854914196567
"Nhà ngõ, hẻm",5.0,1.791759469228055,131.58,38.0,5.3,76.0,3,3,1,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07894736842105263,0.07894736842105263,76.0,0.1394736842105263,224,-0.27768852564180113,0.25624024960998437
"Nhà ngõ, hẻm",12.5,2.6026896854443837,178.57,70.0,5.0,70.0,8,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.11428571428571428,0.04285714285714286,23.333333333333332,0.07142857142857142,546,0.2860074232353395,0.8521840873634945
"Nhà ngõ, hẻm",7.9,2.186051276738094,151.92,52.0,4.0,52.0,2,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.038461538461538464,0.057692307692307696,26.0,0.07692307692307693,1156,-0.05972609207597338,0.6601014040561622
"Nhà ngõ, hẻm",7.8,2.174751721484161,104.0,75.0,4.0,75.0,3,3,2,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.04,0.04,37.5,0.05333333333333334,1247,-0.06724203806100197,0.6372854914196567
Nhà biệt thự,275.0,5.62040086571715,1.0,275.0,4.0,701.0,5,3,4,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.01818181818181818,0.01090909090909091,175.25,0.014545454545454545,626,20.01536563393526,0.999609984399376
"Nhà ngõ, hẻm",3.9,1.589235205116581,195.0,20.0,4.0,80.0,2,3,4,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.1,0.15,20.0,0.2,200,-0.3603639314771151,0.0969188767550702
"Nhà ngõ, hẻm",3.68,1.5432981099295553,204.44,18.0,3.3,18.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Mặt tiền,Binh Thanh,0.1111111111111111,0.1111111111111111,9.0,0.18333333333333332,833,-0.3768990126441779,0.07000780031201248
"Nhà ngõ, hẻm",6.25,1.9810014688665833,234.08,26.7,3.6,26.7,3,4,4,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.11235955056179775,0.149812734082397,6.675,0.1348314606741573,434,-0.18373920082894435,0.4284321372854914
"Nhà mặt phố, mặt tiền",112.0,4.727387818712341,350.0,320.0,17.0,640.0,5,3,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.015625,0.009375,213.33333333333334,0.053125,342,7.764373678338739,0.999219968798752
"Nhà ngõ, hẻm",40.5,3.725693427236653,141.61,286.0,10.0,286.0,10,3,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.03496503496503497,0.01048951048951049,95.33333333333333,0.03496503496503497,434,2.3904722990433314,0.9955148205928237
"Nhà ngõ, hẻm",6.4,2.0014800002101243,133.33,48.0,4.75,48.0,3,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.0625,0.041666666666666664,24.0,0.09895833333333333,448,-0.1724652818514015,0.44754290171606864
"Nhà mặt phố, mặt tiền",17.95,2.9418039315284354,276.15,65.0,4.0,130.0,2,2,2,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.03076923076923077,0.03076923076923077,65.0,0.06153846153846154,602,0.695626479419395,0.9368174726989079
"Nhà ngõ, hẻm",3.98,1.6054298910365616,209.47,19.0,3.8,60.0,2,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.10526315789473684,0.15789473684210525,20.0,0.19999999999999998,900,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",6.25,1.9810014688665833,208.33,30.0,4.0,30.0,3,4,4,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Binh Thanh,0.1,0.13333333333333333,7.5,0.13333333333333333,888,-0.18373920082894435,0.4284321372854914
"Nhà ngõ, hẻm",5.38,1.8531680973566984,215.2,25.0,4.2,25.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.12,0.12,8.333333333333334,0.168,909,-0.24912793089869267,0.2909516380655226
"Nhà ngõ, hẻm",4.5,1.7047480922384253,225.0,20.0,4.0,20.0,2,3,3,Không rõ,Không rõ,Mặt tiền,Binh Thanh,0.1,0.15,6.666666666666667,0.2,177,-0.3152682555669438,0.16946177847113886
"Nhà mặt phố, mặt tiền",8.2,2.2192034840549946,182.22,45.0,4.0,45.0,2,3,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.044444444444444446,0.06666666666666667,15.0,0.08888888888888889,522,-0.037178254120887835,0.6953978159126365
"Nhà ngõ, hẻm",10.999,2.484823312982252,203.69,54.0,4.2,54.0,4,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07407407407407407,0.05555555555555555,18.0,0.07777777777777778,455,0.17319307400006115,0.8131825273010921
"Nhà mặt phố, mặt tiền",19.0,2.995732273553991,126.67,150.0,8.0,150.0,8,6,4,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.05333333333333334,0.04,37.5,0.05333333333333334,694,0.7745439122621948,0.9434477379095164
"Nhà ngõ, hẻm",5.65,1.8946168546677629,166.18,34.0,3.6,34.0,2,2,2,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.058823529411764705,0.058823529411764705,17.0,0.10588235294117647,212,-0.2288348767391156,0.32878315132605307
"Nhà ngõ, hẻm",3.98,1.6054298910365616,234.12,17.0,3.4,17.0,2,3,4,Nội thất cao cấp,Đã có sổ,Mặt tiền,Binh Thanh,0.11764705882352941,0.17647058823529413,4.25,0.19999999999999998,521,-0.3543511746890922,0.12012480499219969
Nhà biệt thự,28.5,3.3843902633457743,118.75,240.0,15.0,380.0,6,6,3,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.025,0.025,126.66666666666667,0.0625,386,1.4885587808399063,0.984789391575663
"Nhà ngõ, hẻm",3.98,1.6054298910365616,199.0,20.0,3.0,40.0,2,2,2,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,20.0,0.15,600,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",12.0,2.5649493574615367,121.21,99.0,4.0,160.0,4,3,2,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.04040404040404041,0.030303030303030304,80.0,0.04040404040404041,503,0.24842769331019682,0.843603744149766
"Nhà ngõ, hẻm",5.99,1.9444805562457188,136.14,44.0,4.4,44.0,3,3,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.06818181818181818,0.06818181818181818,22.0,0.1,276,-0.20328066039001855,0.3952808112324493
"Nhà ngõ, hẻm",6.85,2.060513531794317,114.17,60.0,4.0,60.0,4,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06666666666666667,0.08333333333333333,20.0,0.06666666666666667,691,-0.13864352491877313,0.5111154446177847
"Nhà ngõ, hẻm",5.1,1.8082887711792655,127.5,40.0,4.0,40.0,4,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.075,13.333333333333334,0.1,389,-0.2701725796567726,0.26345553822152884
"Nhà mặt phố, mặt tiền",8.86,2.288486168614544,340.77,26.0,4.0,26.0,4,4,4,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.15384615384615385,0.15384615384615385,6.5,0.15384615384615385,591,0.012426989380300553,0.7304992199687987
"Nhà ngõ, hẻm",2.99,1.3837912309017721,149.5,20.0,9.0,40.0,2,2,2,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,20.0,0.45,339,-0.42875903994087483,0.045436817472698905
"Nhà mặt phố, mặt tiền",7.65,2.157559320943788,201.32,38.0,5.6,190.0,4,5,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.10526315789473684,0.13157894736842105,38.0,0.14736842105263157,300,-0.07851595703854473,0.6170046801872074
"Nhà ngõ, hẻm",3.98,1.6054298910365616,199.0,20.0,4.0,20.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.15,6.666666666666667,0.2,372,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",6.25,1.9810014688665833,178.57,35.0,4.0,35.0,3,4,4,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.08571428571428572,0.11428571428571428,8.75,0.11428571428571428,458,-0.18373920082894435,0.4284321372854914
"Nhà mặt phố, mặt tiền",7.5,2.1400661634962708,163.04,46.0,5.2,46.0,3,2,1,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06521739130434782,0.043478260869565216,46.0,0.11304347826086956,273,-0.08978987601608758,0.59399375975039
"Nhà ngõ, hẻm",8.0,2.1972245773362196,161.94,49.4,3.8,49.4,4,4,3,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08097165991902834,0.08097165991902834,16.466666666666665,0.07692307692307693,189,-0.05221014609094487,0.6862324492979719
"Nhà ngõ, hẻm",3.98,1.6054298910365616,199.0,20.0,3.4,20.0,2,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.15,6.666666666666667,0.16999999999999998,369,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",8.5,2.2512917986064953,141.67,60.0,4.0,60.0,6,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,20.0,0.06666666666666667,360,-0.014630416165802157,0.7108034321372855
"Nhà ngõ, hẻm",3.98,1.6054298910365616,199.0,20.0,3.5,20.0,2,3,4,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.1,0.15,5.0,0.175,441,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",10.5,2.4423470353692043,233.33,45.0,5.0,45.0,6,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.13333333333333333,0.13333333333333333,15.0,0.1111111111111111,257,0.1356885035347687,0.8003120124804992
"Nhà ngõ, hẻm",17.99,2.9439125248241944,230.64,78.0,4.0,78.0,10,6,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1282051282051282,0.07692307692307693,26.0,0.05128205128205128,1202,0.6986328578134063,0.9372074882995319
"Nhà ngõ, hẻm",3.98,1.6054298910365616,165.83,24.0,4.0,24.0,2,3,5,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08333333333333333,0.125,4.8,0.16666666666666666,782,-0.3543511746890922,0.12012480499219969
"Nhà ngõ, hẻm",4.68,1.7369512327330598,141.82,33.0,3.0,33.0,2,3,2,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.06060606060606061,0.09090909090909091,16.5,0.09090909090909091,229,-0.3017395527938925,0.1940327613104524
"Nhà ngõ, hẻm",4.68,1.7369512327330598,156.0,30.0,3.0,30.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.06666666666666667,0.06666666666666667,15.0,0.1,400,-0.3017395527938925,0.1940327613104524
"Nhà ngõ, hẻm",6.85,2.060513531794317,137.0,50.0,4.0,50.0,4,5,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.08,0.1,12.5,0.08,233,-0.13864352491877313,0.5111154446177847
"Nhà mặt phố, mặt tiền",7.5,2.1400661634962708,416.67,18.0,4.0,18.0,3,4,3,Không rõ,Đã có sổ,Hiện trạng khác,Binh Thanh,0.16666666666666666,0.2222222222222222,6.0,0.2222222222222222,210,-0.08978987601608758,0.59399375975039
"Nhà ngõ, hẻm",8.5,2.2512917986064953,141.67,60.0,5.0,60.0,6,6,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,15.0,0.08333333333333333,828,-0.014630416165802157,0.7108034321372855
"Nhà ngõ, hẻm",12.0,2.5649493574615367,155.84,77.0,4.0,77.0,7,3,3,Không rõ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.09090909090909091,0.03896103896103896,25.666666666666668,0.05194805194805195,194,0.24842769331019682,0.843603744149766
"Nhà ngõ, hẻm",9.5,2.3513752571634776,97.54,97.4,5.8,97.4,3,3,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.030800821355236138,0.030800821355236138,32.46666666666667,0.0595482546201232,314,0.060529043684483266,0.7601404056162246
"Nhà ngõ, hẻm",4.68,1.7369512327330598,141.82,33.0,3.0,66.0,2,2,2,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Binh Thanh,0.06060606060606061,0.06060606060606061,33.0,0.09090909090909091,363,-0.3017395527938925,0.1940327613104524
"Nhà ngõ, hẻm",2.35,1.208960345836975,146.88,16.0,3.5,14.0,2,2,2,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.125,0.125,7.0,0.21875,402,-0.4768610942450575,0.021645865834633387
"Nhà ngõ, hẻm",8.0,2.1972245773362196,210.53,38.0,4.5,120.0,3,4,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07894736842105263,0.10526315789473684,30.0,0.11842105263157894,264,-0.05221014609094487,0.6862324492979719
"Nhà mặt phố, mặt tiền",37.0,3.6375861597263857,451.22,82.0,4.1,82.0,4,4,3,Không rõ,Đã có sổ,Mặt tiền,Binh Thanh,0.04878048780487805,0.04878048780487805,27.333333333333332,0.049999999999999996,661,2.1274141895673324,0.9933697347893916
"Nhà ngõ, hẻm",2.99,1.3837912309017721,166.11,18.0,9.0,18.0,1,2,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.05555555555555555,0.1111111111111111,6.0,0.5,508,-0.42875903994087483,0.045436817472698905
"Nhà ngõ, hẻm",14.5,2.740840023925201,161.11,90.0,5.0,268.0,4,5,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.044444444444444446,0.05555555555555555,67.0,0.05555555555555555,465,0.4363263429359104,0.9007410296411856
"Nhà ngõ, hẻm",8.6,2.2617630984737906,143.33,60.0,5.0,60.0,6,3,4,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.1,0.05,15.0,0.08333333333333333,264,-0.007114470180773641,0.71801872074883
"Nhà ngõ, hẻm",6.2,1.9740810260220096,129.17,48.0,4.0,48.0,2,2,2,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.041666666666666664,0.041666666666666664,24.0,0.08333333333333333,570,-0.1874971738214586,0.4208268330733229
"Nhà ngõ, hẻm",9.5,2.3513752571634776,148.44,64.0,4.0,185.0,4,4,4,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.0625,0.0625,46.25,0.0625,616,0.060529043684483266,0.7601404056162246
"Nhà ngõ, hẻm",4.6,1.7227665977411035,74.19,62.0,4.0,62.0,3,3,3,Nội thất đầy đủ,Không rõ,Mặt tiền,Binh Thanh,0.04838709677419355,0.04838709677419355,20.666666666666668,0.06451612903225806,283,-0.30775230958191535,0.1827223088923557
"Nhà ngõ, hẻm",5.4,1.8562979903656263,192.86,28.0,3.5,28.0,3,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.10714285714285714,0.07142857142857142,14.0,0.125,387,-0.24762474170168694,0.2958268330733229
"Nhà ngõ, hẻm",4.68,1.7369512327330598,146.25,32.0,3.5,32.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.0625,0.0625,16.0,0.109375,420,-0.3017395527938925,0.1940327613104524
"Nhà ngõ, hẻm",2.6,1.2809338454620645,152.94,17.0,4.0,17.0,1,3,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.058823529411764705,0.17647058823529413,5.666666666666667,0.23529411764705882,411,-0.45807122928248617,0.0327613104524181
"Nhà ngõ, hẻm",6.85,2.060513531794317,152.22,45.0,4.0,45.0,4,5,3,Không rõ,Không rõ,Hẻm xe hơi,Binh Thanh,0.08888888888888889,0.1111111111111111,15.0,0.08888888888888889,337,-0.13864352491877313,0.5111154446177847
"Nhà ngõ, hẻm",4.789,1.7559595650968676,95.02,50.4,4.0,50.4,4,3,4,Nội thất cao cấp,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07936507936507936,0.05952380952380953,12.6,0.07936507936507936,477,-0.2935471716702114,0.21645865834633385
"Nhà ngõ, hẻm",3.98,1.6054298910365616,195.1,20.4,4.0,20.4,2,3,3,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.09803921568627452,0.14705882352941177,6.8,0.19607843137254904,299,-0.3543511746890922,0.12012480499219969
"Nhà mặt phố, mặt tiền",12.0,2.5649493574615367,300.0,40.0,4.0,40.0,1,3,1,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Binh Thanh,0.025,0.075,40.0,0.1,416,0.24842769331019682,0.843603744149766
"Nhà ngõ, hẻm",10.0,2.3978952727983707,83.33,120.0,5.0,120.0,5,5,3,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.041666666666666664,0.041666666666666664,40.0,0.041666666666666664,441,0.09810877360962597,0.7872464898595943
"Nhà ngõ, hẻm",9.8,2.379546134130174,140.0,70.0,5.0,70.0,8,6,4,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.11428571428571428,0.08571428571428572,17.5,0.07142857142857142,1273,0.08307688163956894,0.7700858034321373
"Nhà ngõ, hẻm",6.25,1.9810014688665833,231.48,27.0,4.0,36.0,3,4,3,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.1111111111111111,0.14814814814814814,12.0,0.14814814814814814,462,-0.18373920082894435,0.4284321372854914
"Nhà ngõ, hẻm",21.9,3.131136910560194,212.62,103.0,8.5,103.0,4,5,6,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.038834951456310676,0.04854368932038835,17.166666666666668,0.0825242718446602,1509,0.9925063458280224,0.953198127925117
"Nhà ngõ, hẻm",9.5,2.3513752571634776,117.28,81.0,4.8,243.0,5,5,3,Không rõ,Đã có sổ,Nhà nở hậu,Binh Thanh,0.06172839506172839,0.06172839506172839,81.0,0.059259259259259255,404,0.060529043684483266,0.7601404056162246
"Nhà mặt phố, mặt tiền",15.6,2.8094026953624973,173.33,90.0,4.0,90.0,4,3,4,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.044444444444444446,0.03333333333333333,22.5,0.044444444444444446,387,0.5190017487712243,0.9188767550702028
"Nhà ngõ, hẻm",6.85,2.060513531794317,190.28,36.0,3.6,140.0,5,3,4,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Binh Thanh,0.1388888888888889,0.08333333333333333,35.0,0.1,480,-0.13864352491877313,0.5111154446177847
"Nhà mặt phố, mặt tiền",26.5,3.3141860046725258,196.3,135.0,8.0,135.0,1,3,3,Bàn giao thô,Đã có sổ,Nhà nở hậu,Binh Thanh,0.007407407407407408,0.022222222222222223,45.0,0.05925925925925926,457,1.3382398611393354,0.9810842433697348
"Nhà mặt phố, mặt tiền",22.0,3.1354942159291497,244.44,90.0,6.9,90.0,3,3,4,Hoàn thiện cơ bản,Đã có sổ,Mặt tiền,Binh Thanh,0.03333333333333333,0.03333333333333333,22.5,0.07666666666666667,406,1.000022291813051,0.9561232449297972
"Nhà ngõ, hẻm",6.25,1.9810014688665833,231.48,27.0,4.0,27.0,3,4,4,Không rõ,Đã có sổ,Không rõ,Binh Thanh,0.1111111111111111,0.14814814814814814,6.75,0.14814814814814814,625,-0.18373920082894435,0.4284321372854914
"Nhà mặt phố, mặt tiền",22.0,3.1354942159291497,440.0,50.0,4.1,50.0,5,4,3,Hoàn thiện cơ bản,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.08,16.666666666666668,0.08199999999999999,517,1.000022291813051,0.9561232449297972
"Nhà ngõ, hẻm",6.25,1.9810014688665833,208.33,30.0,3.8,128.0,3,4,5,Nội thất cao cấp,Đã có sổ,Nhà nở hậu,Binh Thanh,0.1,0.13333333333333333,25.6,0.12666666666666665,384,-0.18373920082894435,0.4284321372854914
"Nhà ngõ, hẻm",6.25,1.9810014688665833,231.48,27.0,4.0,27.0,3,3,3,Nội thất đầy đủ,Đã có sổ,Không rõ,Binh Thanh,0.1111111111111111,0.1111111111111111,9.0,0.14814814814814814,383,-0.18373920082894435,0.4284321372854914
"Nhà ngõ, hẻm",4.68,1.7369512327330598,173.33,27.0,4.0,27.0,2,2,2,Nội thất đầy đủ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.07407407407407407,0.07407407407407407,13.5,0.14814814814814814,734,-0.3017395527938925,0.1940327613104524
"Nhà ngõ, hẻm",3.9,1.589235205116581,195.0,20.0,4.0,20.0,2,2,3,Không rõ,Đã có sổ,Hẻm xe hơi,Binh Thanh,0.1,0.1,6.666666666666667,0.2,365,-0.3603639314771151,0.0969188767550702
"Nhà ngõ, hẻm",2.75,1.3217558399823195,196.43,14.0,4.0,52.0,2,2,3,Nội thất cao cấp,Đã có sổ,Không rõ,Binh Thanh,0.14285714285714285,0.14285714285714285,17.333333333333332,0.2857142857142857,813,-0.44679731030494335,0.036076443057722306
